,Unnamed: 0,Username,Ulasan,Kategori,hasil,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
425,425,Ridwan Iwan,sangat natural  sejuk jg asri cocok buat kluarga jg study dmn bisa jd tempat edukasi,positif,"['sangat', 'natural', 'sejuk', 'jg', 'asri', 'cocok', 'buat', 'kluarga', 'jg', 'study', 'dmn', 'bisa', 'jd', 'tempat', 'edukasi']","['sangat', 'natural', 'sejuk', 'jg', 'asri', 'cocok', 'buat', 'kluarga', 'jg', 'study', 'dmn', 'bisa', 'jd', 'tempat', 'edukasi']","['natural', 'sejuk', 'jg', 'asri', 'cocok', 'kluarga', 'jg', 'study', 'dmn', 'jd', 'edukasi']","['natural', 'sejuk', 'jg', 'asri', 'cocok', 'kluarga', 'jg', 'study', 'dmn', 'jd', 'edukasi']","['natural', 'sejuk', 'jg', 'asri', 'cocok', 'kluarga', 'jg', 'study', 'dmn', 'jd', 'edukasi']"
426,426,Nurul Istiqomah,tempatnya sudah memiliki fasilitas yg bagus  dan cocok untuk wisata keluarga  tp tidak disarankan untuk orang yang ngecamp untuk cari ketenangan  karena semua ground camp benar ramai dan berisik karena banyak yg membawa sound dangdutan  jd sangat terganggu hehe,negatif,"['tempatnya', 'sudah', 'memiliki', 'fasilitas', 'yg', 'bagus', 'dan', 'cocok', 'untuk', 'wisata', 'keluarga', 'tp', 'tidak', 'disarankan', 'untuk', 'orang', 'yang', 'ngecamp', 'untuk', 'cari', 'ketenangan', 'karena', 'semua', 'ground', 'camp', 'benar', 'ramai', 'dan', 'berisik', 'karena', 'banyak', 'yg', 'membawa', 'sound', 'dangdutan', 'jd', 'sangat', 'terganggu', 'hehe']","['tempatnya', 'sudah', 'memiliki', 'fasilitas', 'yg', 'bagus', 'dan', 'cocok', 'untuk', 'wisata', 'keluarga', 'tp', 'tidak', 'disarankan', 'untuk', 'orang', 'yang', 'ngecamp', 'untuk', 'cari', 'ketenangan', 'karena', 'semua', 'ground', 'camp', 'benar', 'ramai', 'dan', 'berisik', 'karena', 'banyak', 'yg', 'membawa', 'sound', 'dangdutan', 'jd', 'sangat', 'terganggu', 'hehe']","['tempatnya', 'memiliki', 'fasilitas', 'yg', 'bagus', 'cocok', 'wisata', 'keluarga', 'tp', 'disarankan', 'orang', 'ngecamp', 'cari', 'ketenangan', 'ground', 'camp', 'ramai', 'berisik', 'yg', 'membawa', 'sound', 'dangdutan', 'jd', 'terganggu', 'hehe']","['tempatnya', 'memiliki', 'fasilitas', 'yg', 'bagus', 'cocok', 'wisata', 'keluarga', 'tp', 'disarankan', 'orang', 'ngecamp', 'cari', 'ketenangan', 'ground', 'camp', 'ramai', 'berisik', 'yg', 'membawa', 'sound', 'dangdutan', 'jd', 'terganggu', 'hehe']","['tempat', 'milik', 'fasilitas', 'yg', 'bagus', 'cocok', 'wisata', 'keluarga', 'tp', 'saran', 'orang', 'ngecamp', 'cari', 'tenang', 'ground', 'camp', 'ramai', 'berisik', 'yg', 'bawa', 'sound', 'dangdut', 'jd', 'ganggu', 'hehe']"
427,427,Christ Channel,pesona alam dengan udara sejuk ,positif,"['pesona', 'alam', 'dengan', 'udara', 'sejuk']","['pesona', 'alam', 'dengan', 'udara', 'sejuk']","['pesona', 'alam', 'udara', 'sejuk']","['pesona', 'alam', 'udara', 'sejuk']","['pesona', 'alam', 'udara', 'sejuk']"
428,428,Revo Raditya,enak sejuk dingin    cmn tmpt ganti toilet hrs bayar   seharusnya untk fasilitas gratis,negatif,"['enak', 'sejuk', 'dingin', 'cmn', 'tmpt', 'ganti', 'toilet', 'hrs', 'bayar', 'seharusnya', 'untk', 'fasilitas', 'gratis']","['enak', 'sejuk', 'dingin', 'cmn', 'tmpt', 'ganti', 'toilet', 'hrs', 'bayar', 'seharusnya', 'untk', 'fasilitas', 'gratis']","['enak', 'sejuk', 'dingin', 'cmn', 'tmpt', 'ganti', 'toilet', 'hrs', 'bayar', 'untk', 'fasilitas', 'gratis']","['enak', 'sejuk', 'dingin', 'cmn', 'tmpt', 'ganti', 'toilet', 'hrs', 'bayar', 'untk', 'fasilitas', 'gratis']","['enak', 'sejuk', 'dingin', 'cmn', 'tmpt', 'ganti', 'toilet', 'hrs', 'bayar', 'untk', 'fasilitas', 'gratis']"
429,429,WHITE FLOWER,air terjun dlundung trawas mojokerto   indah  dan exotis  akses menuju air terjun jg sudah bagus tp sayang masih belum ada sewa penginapan   pokoknya ttp mantaapp,negatif,"['air', 'terjun', 'dlundung', 'trawas', 'mojokerto', 'indah', 'dan', 'exotis', 'akses', 'menuju', 'air', 'terjun', 'jg', 'sudah', 'bagus', 'tp', 'sayang', 'masih', 'belum', 'ada', 'sewa', 'penginapan', 'pokoknya', 'ttp', 'mantaapp']","['air', 'terjun', 'dlundung', 'trawas', 'mojokerto', 'indah', 'dan', 'exotis', 'akses', 'menuju', 'air', 'terjun', 'jg', 'sudah', 'bagus', 'tp', 'sayang', 'masih', 'belum', 'ada', 'sewa', 'penginapan', 'pokoknya', 'ttp', 'mantaapp']","['air', 'terjun', 'dlundung', 'trawas', 'mojokerto', 'indah', 'exotis', 'akses', 'air', 'terjun', 'jg', 'bagus', 'tp', 'sayang', 'sewa', 'penginapan', 'pokoknya', 'ttp', 'mantaapp']","['air', 'terjun', 'dlundung', 'trawas', 'mojokerto', 'indah', 'exotis', 'akses', 'air', 'terjun', 'jg', 'bagus', 'tp', 'sayang', 'sewa', 'penginapan', 'pokoknya', 'ttp', 'mantaapp']","['air', 'terjun', 'dlundung', 'trawas', 'mojokerto', 'indah', 'exotis', 'akses', 'air', 'terjun', 'jg', 'bagus', 'tp', 'sayang', 'sewa', 'inap', 'pokok', 'ttp', 'mantaapp']"
430,430,Ide Baik Beti,salah satu air terjun yang ada di daerah trawas dan sekitarnya  akses nya mudah  air terjun nya bagus  mudah di lalui  ada bumi perkemahan nya juga  harus dicoba datang kesana    ,positif,"['salah', 'satu', 'air', 'terjun', 'yang', 'ada', 'di', 'daerah', 'trawas', 'dan', 'sekitarnya', 'akses', 'nya', 'mudah', 'air', 'terjun', 'nya', 'bagus', 'mudah', 'di', 'lalui', 'ada', 'bumi', 'perkemahan', 'nya', 'juga', 'harus', 'dicoba', 'datang', 'kesana']","['salah', 'satu', 'air', 'terjun', 'yang', 'ada', 'di', 'daerah', 'trawas', 'dan', 'sekitarnya', 'akses', 'nya', 'mudah', 'air', 'terjun', 'nya', 'bagus', 'mudah', 'di', 'lalui', 'ada', 'bumi', 'perkemahan', 'nya', 'juga', 'harus', 'dicoba', 'datang', 'kesana']","['salah', 'air', 'terjun', 'daerah', 'trawas', 'akses', 'nya', 'mudah', 'air', 'terjun', 'nya', 'bagus', 'mudah', 'lalui', 'bumi', 'perkemahan', 'nya', 'dicoba', 'kesana']","['salah', 'air', 'terjun', 'daerah', 'trawas', 'akses', 'nya', 'mudah', 'air', 'terjun', 'nya', 'bagus', 'mudah', 'lalui', 'bumi', 'perkemahan', 'nya', 'dicoba', 'kesana']","['salah', 'air', 'terjun', 'daerah', 'trawas', 'akses', 'nya', 'mudah', 'air', 'terjun', 'nya', 'bagus', 'mudah', 'lalu', 'bumi', 'kemah', 'nya', 'coba', 'kesana']"
431,431,dedik purwanto,buka  jam tpi gk ada penenrangan d malam hri tpi tetep dikenakan biaya tiket masuk,negatif,"['buka', 'jam', 'tpi', 'gk', 'ada', 'penenrangan', 'd', 'malam', 'hri', 'tpi', 'tetep', 'dikenakan', 'biaya', 'tiket', 'masuk']","['buka', 'jam', 'tpi', 'gk', 'ada', 'penenrangan', 'd', 'malam', 'hri', 'tpi', 'tetep', 'dikenakan', 'biaya', 'tiket', 'masuk']","['buka', 'jam', 'tpi', 'gk', 'penenrangan', 'd', 'malam', 'hri', 'tpi', 'tetep', 'dikenakan', 'biaya', 'tiket', 'masuk']","['buka', 'jam', 'tpi', 'gk', 'penenrangan', 'd', 'malam', 'hri', 'tpi', 'tetep', 'dikenakan', 'biaya', 'tiket', 'masuk']","['buka', 'jam', 'tpi', 'gk', 'penenrangan', 'd', 'malam', 'hri', 'tpi', 'tetep', 'kena', 'biaya', 'tiket', 'masuk']"
432,432,Bernadi Tralala,cukup untuk rekreasi keluarga  aliran sungai dibawah air terjun termasuk kecil dan dangkal yg mana cocok untuk anak   ada banyak warung makanan  dari bumi perkemahan menuju air terjun cukup dekat dan bisa ditempuh dengan jalan kaki karena jalannya sudah bagus  ada penyewaan kuda juga ,positif,"['cukup', 'untuk', 'rekreasi', 'keluarga', 'aliran', 'sungai', 'dibawah', 'air', 'terjun', 'termasuk', 'kecil', 'dan', 'dangkal', 'yg', 'mana', 'cocok', 'untuk', 'anak', 'ada', 'banyak', 'warung', 'makanan', 'dari', 'bumi', 'perkemahan', 'menuju', 'air', 'terjun', 'cukup', 'dekat', 'dan', 'bisa', 'ditempuh', 'dengan', 'jalan', 'kaki', 'karena', 'jalannya', 'sudah', 'bagus', 'ada', 'penyewaan', 'kuda', 'juga']","['cukup', 'untuk', 'rekreasi', 'keluarga', 'aliran', 'sungai', 'dibawah', 'air', 'terjun', 'termasuk', 'kecil', 'dan', 'dangkal', 'yg', 'mana', 'cocok', 'untuk', 'anak', 'ada', 'banyak', 'warung', 'makanan', 'dari', 'bumi', 'perkemahan', 'menuju', 'air', 'terjun', 'cukup', 'dekat', 'dan', 'bisa', 'ditempuh', 'dengan', 'jalan', 'kaki', 'karena', 'jalannya', 'sudah', 'bagus', 'ada', 'penyewaan', 'kuda', 'juga']","['rekreasi', 'keluarga', 'aliran', 'sungai', 'dibawah', 'air', 'terjun', 'dangkal', 'yg', 'cocok', 'anak', 'warung', 'makanan', 'bumi', 'perkemahan', 'air', 'terjun', 'ditempuh', 'jalan', 'kaki', 'jalannya', 'bagus', 'penyewaan', 'kuda']","['rekreasi', 'keluarga', 'aliran', 'sungai', 'dibawah', 'air', 'terjun', 'dangkal', 'yg', 'cocok', 'anak', 'warung', 'makanan', 'bumi', 'perkemahan', 'air', 'terjun', 'ditempuh', 'jalan', 'kaki', 'jalannya', 'bagus', 'penyewaan', 'kuda']","['rekreasi', 'keluarga', 'alir', 'sungai', 'bawah', 'air', 'terjun', 'dangkal', 'yg', 'cocok', 'anak', 'warung', 'makan', 'bumi', 'kemah', 'air', 'terjun', 'tempuh', 'jalan', 'kaki', 'jalan', 'bagus', 'sewa', 'kuda']"
433,433,Agnes Devita,cocok untuk rekreasi keluarga  di bagian depan setelah membayar karcis masuk  ada bumi perkemahan  biaya masuk juga murah  tapi lupa berapa  sepertinya per orang tidak sampai ribu ,positif,"['cocok', 'untuk', 'rekreasi', 'keluarga', 'di', 'bagian', 'depan', 'setelah', 'membayar', 'karcis', 'masuk', 'ada', 'bumi', 'perkemahan', 'biaya', 'masuk', 'juga', 'murah', 'tapi', 'lupa', 'berapa', 'sepertinya', 'per', 'orang', 'tidak', 'sampai', 'ribu']","['cocok', 'untuk', 'rekreasi', 'keluarga', 'di', 'bagian', 'depan', 'setelah', 'membayar', 'karcis', 'masuk', 'ada', 'bumi', 'perkemahan', 'biaya', 'masuk', 'juga', 'murah', 'tapi', 'lupa', 'berapa', 'sepertinya', 'per', 'orang', 'tidak', 'sampai', 'ribu']","['cocok', 'rekreasi', 'keluarga', 'membayar', 'karcis', 'masuk', 'bumi', 'perkemahan', 'biaya', 'masuk', 'murah', 'lupa', 'orang', 'ribu']","['cocok', 'rekreasi', 'keluarga', 'membayar', 'karcis', 'masuk', 'bumi', 'perkemahan', 'biaya', 'masuk', 'murah', 'lupa', 'orang', 'ribu']","['cocok', 'rekreasi', 'keluarga', 'bayar', 'karcis', 'masuk', 'bumi', 'kemah', 'biaya', 'masuk', 'murah', 'lupa', 'orang', 'ribu']"
434,434,Andik Setiawan,tempat wisata yg bersih  dan bnyak tempat tempat yg baru     untuk bertenda juga bisa bgus buat wisata sama kluarga  ,positif,"['tempat', 'wisata', 'yg', 'bersih', 'dan', 'bnyak', 'tempat', 'tempat', 'yg', 'baru', 'untuk', 'bertenda', 'juga', 'bisa', 'bgus', 'buat', 'wisata', 'sama', 'kluarga']","['tempat', 'wisata', 'yg', 'bersih', 'dan', 'bnyak', 'tempat', 'tempat', 'yg', 'baru', 'untuk', 'bertenda', 'juga', 'bisa', 'bgus', 'buat', 'wisata', 'sama', 'kluarga']","['wisata', 'yg', 'bersih', 'bnyak', 'yg', 'bertenda', 'bgus', 'wisata', 'kluarga']","['wisata', 'yg', 'bersih', 'bnyak', 'yg', 'bertenda', 'bgus', 'wisata', 'kluarga']","['wisata', 'yg', 'bersih', 'bnyak', 'yg', 'tenda', 'bgus', 'wisata', 'kluarga']"
435,435,Ratna Diana,suejuk dan murmer   kalau datang pas hari libur agak pagian ya   kalau ndak gitu parkirnya jauh   dan lumayan kalau jalan kaki ,negatif,"['suejuk', 'dan', 'murmer', 'kalau', 'datang', 'pas', 'hari', 'libur', 'agak', 'pagian', 'ya', 'kalau', 'ndak', 'gitu', 'parkirnya', 'jauh', 'dan', 'lumayan', 'kalau', 'jalan', 'kaki']","['suejuk', 'dan', 'murmer', 'kalau', 'datang', 'pas', 'hari', 'libur', 'agak', 'pagian', 'ya', 'kalau', 'ndak', 'gitu', 'parkirnya', 'jauh', 'dan', 'lumayan', 'kalau', 'jalan', 'kaki']","['suejuk', 'murmer', 'pas', 'libur', 'pagian', 'ya', 'ndak', 'gitu', 'parkirnya', 'lumayan', 'jalan', 'kaki']","['suejuk', 'murmer', 'pas', 'libur', 'pagian', 'ya', 'ndak', 'gitu', 'parkirnya', 'lumayan', 'jalan', 'kaki']","['suejuk', 'murmer', 'pas', 'libur', 'pagi', 'ya', 'ndak', 'gitu', 'parkir', 'lumayan', 'jalan', 'kaki']"
436,436,gisma mk,tempatnya family friendly  cocok buat rekreasi keluarga  ada bumi perkemahannya juga  tapi ga terlalu suka soalnya suasana terlalu rame  apalagi kalo weekend ,negatif,"['tempatnya', 'family', 'friendly', 'cocok', 'buat', 'rekreasi', 'keluarga', 'ada', 'bumi', 'perkemahannya', 'juga', 'tapi', 'ga', 'terlalu', 'suka', 'soalnya', 'suasana', 'terlalu', 'rame', 'apalagi', 'kalo', 'weekend']","['tempatnya', 'family', 'friendly', 'cocok', 'buat', 'rekreasi', 'keluarga', 'ada', 'bumi', 'perkemahannya', 'juga', 'tapi', 'ga', 'terlalu', 'suka', 'soalnya', 'suasana', 'terlalu', 'rame', 'apalagi', 'kalo', 'weekend']","['tempatnya', 'family', 'friendly', 'cocok', 'rekreasi', 'keluarga', 'bumi', 'perkemahannya', 'ga', 'suka', 'suasana', 'rame', 'kalo', 'weekend']","['tempatnya', 'family', 'friendly', 'cocok', 'rekreasi', 'keluarga', 'bumi', 'perkemahannya', 'ga', 'suka', 'suasana', 'rame', 'kalo', 'weekend']","['tempat', 'family', 'friendly', 'cocok', 'rekreasi', 'keluarga', 'bumi', 'kemah', 'ga', 'suka', 'suasana', 'rame', 'kalo', 'weekend']"
437,437,Izzah Fahma,nyari destinasi wisata di mojokerto  bisa masuk list nih  air terjun dlundung  tempatnya mudah dijangkau  kawasan wisatanya lumayan luas  selain air terjun ada camping ground juga  wahana disekitar air terjun ada naik kuda  tubing dan  ,positif,"['nyari', 'destinasi', 'wisata', 'di', 'mojokerto', 'bisa', 'masuk', 'list', 'nih', 'air', 'terjun', 'dlundung', 'tempatnya', 'mudah', 'dijangkau', 'kawasan', 'wisatanya', 'lumayan', 'luas', 'selain', 'air', 'terjun', 'ada', 'camping', 'ground', 'juga', 'wahana', 'disekitar', 'air', 'terjun', 'ada', 'naik', 'kuda', 'tubing', 'dan']","['nyari', 'destinasi', 'wisata', 'di', 'mojokerto', 'bisa', 'masuk', 'list', 'nih', 'air', 'terjun', 'dlundung', 'tempatnya', 'mudah', 'dijangkau', 'kawasan', 'wisatanya', 'lumayan', 'luas', 'selain', 'air', 'terjun', 'ada', 'camping', 'ground', 'juga', 'wahana', 'disekitar', 'air', 'terjun', 'ada', 'naik', 'kuda', 'tubing', 'dan']","['nyari', 'destinasi', 'wisata', 'mojokerto', 'masuk', 'list', 'nih', 'air', 'terjun', 'dlundung', 'tempatnya', 'mudah', 'dijangkau', 'kawasan', 'wisatanya', 'lumayan', 'luas', 'air', 'terjun', 'camping', 'ground', 'wahana', 'disekitar', 'air', 'terjun', 'kuda', 'tubing']","['nyari', 'destinasi', 'wisata', 'mojokerto', 'masuk', 'list', 'nih', 'air', 'terjun', 'dlundung', 'tempatnya', 'mudah', 'dijangkau', 'kawasan', 'wisatanya', 'lumayan', 'luas', 'air', 'terjun', 'camping', 'ground', 'wahana', 'disekitar', 'air', 'terjun', 'kuda', 'tubing']","['nyari', 'destinasi', 'wisata', 'mojokerto', 'masuk', 'list', 'nih', 'air', 'terjun', 'dlundung', 'tempat', 'mudah', 'jangkau', 'kawasan', 'wisata', 'lumayan', 'luas', 'air', 'terjun', 'camping', 'ground', 'wahana', 'sekitar', 'air', 'terjun', 'kuda', 'tubing']"
438,438,Tatik Tulus Wp,parkir agak jauh  murah  tempatnya  dingin  masih alami  ada taman kelinci yg bagus,positif,"['parkir', 'agak', 'jauh', 'murah', 'tempatnya', 'dingin', 'masih', 'alami', 'ada', 'taman', 'kelinci', 'yg', 'bagus']","['parkir', 'agak', 'jauh', 'murah', 'tempatnya', 'dingin', 'masih', 'alami', 'ada', 'taman', 'kelinci', 'yg', 'bagus']","['parkir', 'murah', 'tempatnya', 'dingin', 'alami', 'taman', 'kelinci', 'yg', 'bagus']","['parkir', 'murah', 'tempatnya', 'dingin', 'alami', 'taman', 'kelinci', 'yg', 'bagus']","['parkir', 'murah', 'tempat', 'dingin', 'alami', 'taman', 'kelinci', 'yg', 'bagus']"
439,439,Capt' Zellain,sangat suka  makanan disana juga ga kalah enak parkir sepeda motor agak kedalam jadi lumayan,negatif,"['sangat', 'suka', 'makanan', 'disana', 'juga', 'ga', 'kalah', 'enak', 'parkir', 'sepeda', 'motor', 'agak', 'kedalam', 'jadi', 'lumayan']","['sangat', 'suka', 'makanan', 'disana', 'juga', 'ga', 'kalah', 'enak', 'parkir', 'sepeda', 'motor', 'agak', 'kedalam', 'jadi', 'lumayan']","['suka', 'makanan', 'disana', 'ga', 'kalah', 'enak', 'parkir', 'sepeda', 'motor', 'kedalam', 'lumayan']","['suka', 'makanan', 'disana', 'ga', 'kalah', 'enak', 'parkir', 'sepeda', 'motor', 'kedalam', 'lumayan']","['suka', 'makan', 'sana', 'ga', 'kalah', 'enak', 'parkir', 'sepeda', 'motor', 'dalam', 'lumayan']"
440,440,OM CANDRA TV (Ayah),alhamdulillaah  sampai juga di air terjun dlundung  perjalanan  jam dari suko sidoarjo  menuju ke sana sempat melewati hutan  pakai gear    aja  naik turun  sesampai di lokasi  udaranya sangat diingiiiin  tiket rp  untuk  ,positif,"['alhamdulillaah', 'sampai', 'juga', 'di', 'air', 'terjun', 'dlundung', 'perjalanan', 'jam', 'dari', 'suko', 'sidoarjo', 'menuju', 'ke', 'sana', 'sempat', 'melewati', 'hutan', 'pakai', 'gear', 'aja', 'naik', 'turun', 'sesampai', 'di', 'lokasi', 'udaranya', 'sangat', 'diingiiiin', 'tiket', 'rp', 'untuk']","['alhamdulillaah', 'sampai', 'juga', 'di', 'air', 'terjun', 'dlundung', 'perjalanan', 'jam', 'dari', 'suko', 'sidoarjo', 'menuju', 'ke', 'sana', 'sempat', 'melewati', 'hutan', 'pakai', 'gear', 'aja', 'naik', 'turun', 'sesampai', 'di', 'lokasi', 'udaranya', 'sangat', 'diingiiiin', 'tiket', 'rp', 'untuk']","['alhamdulillaah', 'air', 'terjun', 'dlundung', 'perjalanan', 'jam', 'suko', 'sidoarjo', 'melewati', 'hutan', 'pakai', 'gear', 'aja', 'turun', 'lokasi', 'udaranya', 'diingiiiin', 'tiket', 'rp']","['alhamdulillaah', 'air', 'terjun', 'dlundung', 'perjalanan', 'jam', 'suko', 'sidoarjo', 'melewati', 'hutan', 'pakai', 'gear', 'aja', 'turun', 'lokasi', 'udaranya', 'diingiiiin', 'tiket', 'rp']","['alhamdulillaah', 'air', 'terjun', 'dlundung', 'jalan', 'jam', 'suko', 'sidoarjo', 'lewat', 'hutan', 'pakai', 'gear', 'aja', 'turun', 'lokasi', 'udara', 'diingiiiin', 'tiket', 'rp']"
441,441,Joko Mardianto,okelah tempat ini  murah meriah    ada camping ground disini  ada wisata kelinci  tentunya air terjunnya yg menjadi spot utama   ,positif,"['okelah', 'tempat', 'ini', 'murah', 'meriah', 'ada', 'camping', 'ground', 'disini', 'ada', 'wisata', 'kelinci', 'tentunya', 'air', 'terjunnya', 'yg', 'menjadi', 'spot', 'utama']","['okelah', 'tempat', 'ini', 'murah', 'meriah', 'ada', 'camping', 'ground', 'disini', 'ada', 'wisata', 'kelinci', 'tentunya', 'air', 'terjunnya', 'yg', 'menjadi', 'spot', 'utama']","['okelah', 'murah', 'meriah', 'camping', 'ground', 'wisata', 'kelinci', 'air', 'terjunnya', 'yg', 'spot', 'utama']","['okelah', 'murah', 'meriah', 'camping', 'ground', 'wisata', 'kelinci', 'air', 'terjunnya', 'yg', 'spot', 'utama']","['oke', 'murah', 'riah', 'camping', 'ground', 'wisata', 'kelinci', 'air', 'terjun', 'yg', 'spot', 'utama']"
442,442,Mochammad Yanuardi,semakin bagus tertata sudah banyak jualan dan cafe,positif,"['semakin', 'bagus', 'tertata', 'sudah', 'banyak', 'jualan', 'dan', 'cafe']","['semakin', 'bagus', 'tertata', 'sudah', 'banyak', 'jualan', 'dan', 'cafe']","['bagus', 'tertata', 'jualan', 'cafe']","['bagus', 'tertata', 'jualan', 'cafe']","['bagus', 'tata', 'jual', 'cafe']"
443,443,affan redha,tempat yg asik untuk liburan keluarga  baxak tempat tempat menarik untuk d jadikan foto selfy  dan ternyata disini jga bsa menjadi tempat camping  bgi yg suka kemping gk mau ribet naik gunung ya di dlundung sini tempatnya    suasana yg msih asli layaknya d alam bebas  good place for enjoy yours self     ,positif,"['tempat', 'yg', 'asik', 'untuk', 'liburan', 'keluarga', 'baxak', 'tempat', 'tempat', 'menarik', 'untuk', 'd', 'jadikan', 'foto', 'selfy', 'dan', 'ternyata', 'disini', 'jga', 'bsa', 'menjadi', 'tempat', 'camping', 'bgi', 'yg', 'suka', 'kemping', 'gk', 'mau', 'ribet', 'naik', 'gunung', 'ya', 'di', 'dlundung', 'sini', 'tempatnya', 'suasana', 'yg', 'msih', 'asli', 'layaknya', 'd', 'alam', 'bebas', 'good', 'place', 'for', 'enjoy', 'yours', 'self']","['tempat', 'yg', 'asik', 'untuk', 'liburan', 'keluarga', 'baxak', 'tempat', 'tempat', 'menarik', 'untuk', 'd', 'jadikan', 'foto', 'selfy', 'dan', 'ternyata', 'disini', 'jga', 'bsa', 'menjadi', 'tempat', 'camping', 'bgi', 'yg', 'suka', 'kemping', 'gk', 'mau', 'ribet', 'naik', 'gunung', 'ya', 'di', 'dlundung', 'sini', 'tempatnya', 'suasana', 'yg', 'msih', 'asli', 'layaknya', 'd', 'alam', 'bebas', 'good', 'place', 'for', 'enjoy', 'yours', 'self']","['yg', 'asik', 'liburan', 'keluarga', 'baxak', 'menarik', 'd', 'jadikan', 'foto', 'selfy', 'jga', 'bsa', 'camping', 'bgi', 'yg', 'suka', 'kemping', 'gk', 'ribet', 'gunung', 'ya', 'dlundung', 'tempatnya', 'suasana', 'yg', 'msih', 'asli', 'layaknya', 'd', 'alam', 'bebas', 'good', 'place', 'for', 'enjoy', 'yours', 'self']","['yg', 'asik', 'liburan', 'keluarga', 'baxak', 'menarik', 'd', 'jadikan', 'foto', 'selfy', 'jga', 'bsa', 'camping', 'bgi', 'yg', 'suka', 'kemping', 'gk', 'ribet', 'gunung', 'ya', 'dlundung', 'tempatnya', 'suasana', 'yg', 'msih', 'asli', 'layaknya', 'd', 'alam', 'bebas', 'good', 'place', 'for', 'enjoy', 'yours', 'self']","['yg', 'asik', 'libur', 'keluarga', 'baxak', 'tarik', 'd', 'jadi', 'foto', 'selfy', 'jga', 'bsa', 'camping', 'bgi', 'yg', 'suka', 'kemping', 'gk', 'ribet', 'gunung', 'ya', 'dlundung', 'tempat', 'suasana', 'yg', 'msih', 'asli', 'layak', 'd', 'alam', 'bebas', 'good', 'place', 'for', 'enjoy', 'yours', 'self']"
444,444,Laris Jaya Gorden,suasana alam nan asri ada di sini   jangan lupa bawa jaket ya kalau mau kesini teman teman     owh ya disini bisa camping juga ya  bawa tuh tenda ke sini jangan di halaman rumah saja kamping nya hehehe,positif,"['suasana', 'alam', 'nan', 'asri', 'ada', 'di', 'sini', 'jangan', 'lupa', 'bawa', 'jaket', 'ya', 'kalau', 'mau', 'kesini', 'teman', 'teman', 'owh', 'ya', 'disini', 'bisa', 'camping', 'juga', 'ya', 'bawa', 'tuh', 'tenda', 'ke', 'sini', 'jangan', 'di', 'halaman', 'rumah', 'saja', 'kamping', 'nya', 'hehehe']","['suasana', 'alam', 'nan', 'asri', 'ada', 'di', 'sini', 'jangan', 'lupa', 'bawa', 'jaket', 'ya', 'kalau', 'mau', 'kesini', 'teman', 'teman', 'owh', 'ya', 'disini', 'bisa', 'camping', 'juga', 'ya', 'bawa', 'tuh', 'tenda', 'ke', 'sini', 'jangan', 'di', 'halaman', 'rumah', 'saja', 'kamping', 'nya', 'hehehe']","['suasana', 'alam', 'nan', 'asri', 'lupa', 'bawa', 'jaket', 'ya', 'kesini', 'teman', 'teman', 'owh', 'ya', 'camping', 'ya', 'bawa', 'tuh', 'tenda', 'halaman', 'rumah', 'kamping', 'nya', 'hehehe']","['suasana', 'alam', 'nan', 'asri', 'lupa', 'bawa', 'jaket', 'ya', 'kesini', 'teman', 'teman', 'owh', 'ya', 'camping', 'ya', 'bawa', 'tuh', 'tenda', 'halaman', 'rumah', 'kamping', 'nya', 'hehehe']","['suasana', 'alam', 'nan', 'asri', 'lupa', 'bawa', 'jaket', 'ya', 'kesini', 'teman', 'teman', 'owh', 'ya', 'camping', 'ya', 'bawa', 'tuh', 'tenda', 'halaman', 'rumah', 'kamping', 'nya', 'hehehe']"
445,445,Densai Densai,tempat sudah nyaman wisata gak monoton di air terjun  ada taman tempat santai taman kelinci dan kalau main air gak harus di dekat air terjun agak kebawah juga ada omah camping ,positif,"['tempat', 'sudah', 'nyaman', 'wisata', 'gak', 'monoton', 'di', 'air', 'terjun', 'ada', 'taman', 'tempat', 'santai', 'taman', 'kelinci', 'dan', 'kalau', 'main', 'air', 'gak', 'harus', 'di', 'dekat', 'air', 'terjun', 'agak', 'kebawah', 'juga', 'ada', 'omah', 'camping']","['tempat', 'sudah', 'nyaman', 'wisata', 'gak', 'monoton', 'di', 'air', 'terjun', 'ada', 'taman', 'tempat', 'santai', 'taman', 'kelinci', 'dan', 'kalau', 'main', 'air', 'gak', 'harus', 'di', 'dekat', 'air', 'terjun', 'agak', 'kebawah', 'juga', 'ada', 'omah', 'camping']","['nyaman', 'wisata', 'gak', 'monoton', 'air', 'terjun', 'taman', 'santai', 'taman', 'kelinci', 'main', 'air', 'gak', 'air', 'terjun', 'kebawah', 'omah', 'camping']","['nyaman', 'wisata', 'gak', 'monoton', 'air', 'terjun', 'taman', 'santai', 'taman', 'kelinci', 'main', 'air', 'gak', 'air', 'terjun', 'kebawah', 'omah', 'camping']","['nyaman', 'wisata', 'gak', 'monoton', 'air', 'terjun', 'taman', 'santai', 'taman', 'kelinci', 'main', 'air', 'gak', 'air', 'terjun', 'bawah', 'omah', 'camping']"
